,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
206,Male,0,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),4179.2,No
207,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,Yes
208,Female,0,No,No,19,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1934.45,Yes
209,Male,0,Yes,No,64,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),6654.1,No
210,Male,0,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.5,Yes
211,Female,0,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,No
212,Male,0,No,Yes,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1124.2,No
213,Female,0,Yes,Yes,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,540.05,No
214,Male,1,Yes,No,23,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1975.85,No
215,Female,0,Yes,No,57,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3437.45,No
216,Male,0,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),3139.8,No
217,Male,0,Yes,No,66,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),3789.2,No
218,Male,0,Yes,Yes,65,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),5324.5,No
219,Female,0,No,No,8,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),624.6,No
220,Female,0,No,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,268.35,Yes
221,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1836.9,No
222,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,No
223,Male,0,Yes,No,4,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,179.35,Yes
224,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),219.35,No
225,Male,0,No,No,24,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,1288.75,No
226,Female,0,Yes,Yes,31,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,2545.75,No
227,Female,0,Yes,No,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,Yes
228,Male,0,No,No,30,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),2723.15,No
229,Female,0,Yes,Yes,47,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4107.25,No
230,Male,0,No,No,54,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5760.65,No
231,Male,0,No,No,50,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),4747.5,No
232,Male,0,No,No,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,Yes
233,Female,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1566.9,No
234,Female,0,No,No,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,702,No
235,Male,0,No,No,2,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,114.1,Yes
236,Female,0,No,No,10,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,299.05,No
237,Male,0,Yes,No,18,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1305.95,No
238,Female,1,No,No,11,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1120.3,Yes
239,Male,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,284.35,No
240,Female,0,No,No,72,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6350.5,No
241,Male,0,No,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),7878.3,No
242,Female,0,Yes,Yes,41,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),3187.65,No
243,Female,1,Yes,No,65,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,6126.15,No
244,Female,1,No,No,13,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,731.3,No
245,Male,1,No,No,4,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,273.4,No
246,Male,0,No,No,41,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,2531.8,No
247,Male,1,No,No,15,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1074.3,Yes
248,Male,0,No,No,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,Yes
249,Male,0,No,No,42,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,4298.45,No
250,Female,0,Yes,No,51,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,4619.55,No
251,Female,0,Yes,Yes,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,147.15,Yes
252,Male,1,Yes,No,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,Yes
253,Male,0,No,Yes,32,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),2633.3,No
254,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,193.05,No
255,Female,0,Yes,Yes,67,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4103.9,No
256,Female,0,Yes,Yes,61,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),7008.15,No
257,Male,0,No,No,50,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),5791.1,No
258,Female,0,Yes,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,Yes
259,Female,1,Yes,No,29,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1228.65,No
260,Male,1,No,No,3,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,132.2,Yes
261,Male,1,No,No,13,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1364.3,Yes
262,Male,1,Yes,No,57,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,4925.35,No
263,Female,0,No,No,31,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),1520.1,No
264,Female,0,Yes,No,45,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,5032.25,No
265,Female,0,Yes,Yes,61,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,5526.75,No
266,Male,0,No,No,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1195.25,No
267,Female,1,No,No,19,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,2007.25,No
268,Male,0,No,No,59,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1099.6,Yes
269,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1732.95,No
270,Female,1,No,No,16,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1511.2,Yes
271,Male,0,Yes,No,57,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,3450.15,No
272,Male,0,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,Yes
273,Male,1,Yes,No,20,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,2172.05,No
274,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,Yes
275,Male,0,Yes,No,5,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,401.1,Yes
276,Female,0,Yes,No,52,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5624.85,Yes
277,Male,1,Yes,No,21,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1339.8,No
278,Male,0,No,No,14,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,771.95,No
279,Female,0,No,No,5,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),244.75,No
280,Female,0,No,No,6,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,322.9,No
281,Female,0,No,No,10,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,498.25,No
282,Female,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,No
283,Female,0,No,No,68,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,3687.75,No
284,Male,0,Yes,Yes,18,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,1779.95,Yes
285,Female,0,No,No,22,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),1783.6,No
286,Female,0,No,No,20,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,927.15,No
287,Male,0,Yes,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70,Yes
288,Male,1,No,No,8,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,606.55,Yes
289,Male,0,No,No,10,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),435.4,Yes
290,Male,1,No,No,24,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1712.7,Yes
291,Male,0,No,No,35,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,2021.2,No
292,Male,0,Yes,Yes,23,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,1940.8,No
293,Female,1,No,No,6,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,567.8,No
294,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,220.35,No
295,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,No
296,Female,0,Yes,Yes,71,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,5436.45,No
297,Male,1,Yes,No,35,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3437.5,No
298,Male,0,Yes,Yes,40,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3015.75,No
299,Female,0,No,Yes,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,Yes
300,Male,0,No,No,23,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1509.8,No
301,Female,1,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,396.1,Yes
302,Male,0,No,No,4,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,356.65,No
303,Female,0,Yes,Yes,68,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4109,No
304,Male,0,No,Yes,38,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,3141.7,No
305,Male,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1229.1,No
306,Male,1,Yes,No,32,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2303.35,Yes
307,Male,0,Yes,Yes,29,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,2054.4,No
308,Male,1,Yes,Yes,38,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,3741.85,No
309,Male,0,No,Yes,48,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),3682.45,No
310,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,No
311,Female,0,No,No,22,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1886.25,No
312,Female,0,No,No,43,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4895.1,No
313,Female,1,Yes,No,5,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,341.6,No
314,Male,0,No,No,5,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,415.55,Yes
315,Male,0,Yes,Yes,51,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),5686.4,No
316,Male,0,No,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1355.1,No
317,Female,0,Yes,Yes,38,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),3058.65,Yes
318,Male,1,Yes,No,24,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2231.05,Yes
319,Male,0,Yes,No,35,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),3236.35,No
320,Female,1,No,No,54,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),4350.1,Yes
321,Female,0,Yes,Yes,72,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4264,No
322,Male,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,No
323,Female,0,Yes,Yes,9,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,422.3,No
324,Male,0,No,No,69,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4176.7,No
325,Female,0,Yes,No,52,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),5138.1,No
326,Female,1,Yes,No,11,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,880.05,No
327,Female,1,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,139.05,Yes
328,Female,1,Yes,Yes,28,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,973.65,No
329,Female,1,No,No,17,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1470.05,No
330,Female,0,Yes,Yes,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,739.35,No
331,Female,0,No,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,161.95,No
332,Male,0,No,No,46,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),4422.95,No
333,Female,0,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,511.25,Yes
334,Female,0,No,No,2,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,155.8,Yes
335,Male,0,Yes,Yes,68,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),5293.95,Yes
336,Female,0,No,No,43,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,4759.85,Yes
337,Female,0,No,No,68,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,6148.45,No
338,Female,0,No,No,36,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3565.65,No
339,Male,0,Yes,No,63,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,6603,Yes
340,Female,1,No,No,32,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1830.1,No
341,Female,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6223.8,No
342,Female,0,Yes,Yes,66,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4508.65,No
343,Male,0,No,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1328.15,No
344,Female,0,No,Yes,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),865,No
345,Female,1,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,No
346,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,168.2,Yes
347,Female,0,Yes,No,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1303.5,No
348,Female,0,No,No,23,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,996.85,No
349,Female,1,Yes,No,64,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),6430.9,No
350,Male,0,Yes,Yes,37,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),2278.75,No
351,Male,0,No,Yes,17,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,681.4,No
352,Female,1,No,No,7,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,574.35,No
353,Male,0,Yes,Yes,4,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),371.9,Yes
354,Female,1,No,No,21,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,840.1,Yes
355,Female,0,No,No,10,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),846,Yes
356,Female,1,No,No,16,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,889,No
357,Male,0,Yes,No,64,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,6823.4,No
358,Male,1,Yes,No,27,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),805.1,Yes
359,Male,0,Yes,Yes,42,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,4016.75,No
360,Male,0,No,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,83.75,No
361,Female,0,No,No,41,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3959.15,No
362,Male,0,Yes,No,58,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),2878.55,No
363,Female,0,No,No,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,945.7,No
364,Male,0,No,No,18,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),1373.05,No
365,Male,0,No,No,5,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),492.55,Yes
366,Male,0,Yes,No,23,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1406,No
367,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,No
368,Male,0,Yes,No,71,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),6962.85,No
369,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8126.65,No
370,Male,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,690.25,No
371,Male,0,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,181.5,Yes
372,Male,0,No,Yes,24,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,830.8,No
373,Female,0,Yes,Yes,56,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),5608.4,No
374,Male,0,No,No,37,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3646.8,No
375,Female,0,No,No,43,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),3662.25,No
376,Male,0,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,No
377,Female,0,Yes,No,25,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2566.5,Yes
378,Female,0,No,No,61,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,5308.7,No
379,Male,0,No,No,17,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,1410.25,No
380,Female,0,Yes,No,41,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),3339.05,No
381,Male,0,No,No,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,Yes
382,Male,1,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4732.35,No
